recommendation_id,steam_id,num_games_owned,num_reviews_by_author,playtime_forever_minutes,playtime_last_two_weeks_minutes,last_played_timestamp,language,review_text,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,timestamp_created_readable,timestamp_updated_readable,last_played_timestamp_readable,playtime_forever_hours,playtime_last_two_weeks_hours
193208273,76561198114825398,0,8,216,26,1746784370,koreana,"다른 대표적인 리듬게임들보다 판정이 더 널널한거같음(디맥보다더)

디맥에서 4키 골~플 사이인데 여기선 20렙도 퍼펙가능함...

6키 유저인데 4키만 순회해봣고 난이도는 그냥 슴슴함 정도?

판정 널널한건 좋은데 게임에 아직 튜토리얼조차 없어서 리듬게임 뉴비 정착 못하고 환불폐사 가능성 매우높음

노래는 다 좋음
",1745174306,1745174306,True,1,0,0.523809552192687988,0,True,False,True,2025-04-20 18:38:26,2025-04-20 18:38:26,2025-05-09 09:52:50,3.6,0.4
195144019,76561199180981566,27,1,519,519,1747712603,koreana,다 좋은데 PITCH 노트를 이용한 기믹을 더 활용한 곡이 많이 나왔으면 하고 솔직히 즐겨찾기 기능좀 있으면 좋겠음... ㄹㅇ루다가,1747571439,1747571439,True,0,0,0.5,0,True,False,True,2025-05-18 12:30:39,2025-05-18 12:30:39,2025-05-20 03:43:23,8.6,8.6
195130598,76561198060279278,0,19,135,135,1746866070,koreana,"얼리로 발매한 입장이다보니 어느정도 감수는 해야할 것 같지만, 아직까지 해금요소나 할 만한 곡이 많다라는 느낌이 아니라 이것밖에 없어? 라는 의문을 던지게 만드는 게임이다. 

입문자들한테는 정말 이만한 게임이 없지 않나 싶다. 판정도 후하고, 최종 해금까지도 상당히 쉬운 편이다.
다만 가격대가 얼리임에도 생각보다 싼 편은 아니라는 것이 약간 걸림돌이라면 걸림돌.
완성도가 생각보다는 괜찮은 편이라 가격이 센걸 감안하더라도 사는것도 나쁘지 않다. 

정발을 기다려봐야겠지만 현재 시점에서는 뭔가 애매모호한 평가밖에 할 수 없다..",1747555001,1747555001,True,0,0,0.5,0,True,False,True,2025-05-18 07:56:41,2025-05-18 07:56:41,2025-05-10 08:34:30,2.2,2.2
194667756,76561199401772819,0,3,328,114,1747295303,koreana,일단 오랜만 리겜 해보는데 게임 개성이 확실하게 들어나는 게임 이에요 이전작 리겜 들과 달리 현대적인 느낌이 있어서 좋은것 같아요 매우 추천 합니다,1746951842,1746951842,True,0,0,0.5,0,True,False,True,2025-05-11 08:24:02,2025-05-11 08:24:02,2025-05-15 07:48:23,5.5,1.9
194622481,76561198354558314,41,1,520,38,1747453359,koreana,"게임이 얼리 엑세스임에도 불구, 사용자 경험에 공들인 것이 플레이를 하면서 느껴짐. 전체적으로 아케이드 게임과 비슷한 경험.. 수록된 곡들도 굉장히 리듬게임스러운(?) 곡들로 잘 뽑혀서 아케이드 리듬게임을 자주했다면 만족하면서 플레이 할 수 있을 것 같음.

그리고 로로가 굉장히 귀여움!!!!",1746897223,1746897263,True,0,0,0.5,0,True,False,True,2025-05-10 17:13:43,2025-05-10 17:14:23,2025-05-17 03:42:39,8.7,0.6
194346328,76561198985947000,0,3,647,6,1746875093,koreana,"수록곡 라인업도 좋고 패턴도 재밌어서 추천하고 싶은데
최적화가 너무 심각해요
어떨 땐 매 판마다 프레임드랍이 걸리기도 하고
엔터키 처음 누르면 무조건 프레임드랍이 납니다
최적화만 잡으면 열심히 할 자신 있는데 너무 아쉽습니다
",1746533726,1746533726,True,0,0,0.5,0,False,False,True,2025-05-06 12:15:26,2025-05-06 12:15:26,2025-05-10 11:04:53,10.8,0.1
194120631,76561198351146856,0,1,412,67,1746883610,koreana,"재밌음 캐릭터도 귀엽고 개성있고 물론 그 덕에 안경 끼고(특히 한명이) 플레이 함
갠적으로 노래 구성도 좋다고 생각 다른 리듬게임에 없는 노래가 있어서 좋았음
처음에는 좀 적응의 시간이 필요함 저는 한 2시간 정도 걸림 그 후론 판정도 나쁘지 않게 나온듯",1746272326,1746272326,True,0,0,0.5,0,True,False,True,2025-05-03 11:38:46,2025-05-03 11:38:46,2025-05-10 13:26:50,6.9,1.1
194111646,76561198047602644,508,92,154,0,1746260928,koreana,"생각보다 곡이 많고

유명한 곡도 들어 있어서 재밌습니다.

판정은 후하고 쉽게 죽지 않아서 어려운 패턴 눈에 익히는데 도움이 됩니다.

패턴은 디맥 8키 하시는 분들에게는 쉽게 하실 것 같고 4키만 하던 사람한테는 신선하고 재밌습니다.

캐릭터와 곡을 해금하는 재미는 있는데 스킨 같은건 없어서 살짝 아쉽습니다.",1746261780,1746261780,True,0,0,0.5,0,True,False,True,2025-05-03 08:43:00,2025-05-03 08:43:00,2025-05-03 08:28:48,2.6,0.0
194036623,76561198104443036,0,65,460,0,1745414044,koreana,"얼엑인데 벌써 고봉밥이야…

건의사항
선곡창에서 패치 포함여부 패턴별로 바로 확인 가능하면 좋을거 같아요",1746175586,1746175586,True,0,0,0.5,0,False,False,True,2025-05-02 08:46:26,2025-05-02 08:46:26,2025-04-23 13:14:04,7.7,0.0
194036228,76561198799024433,0,2,303,97,1747311755,koreana,"완성도 괜찮고, 캐릭터 디자인도 귀엽고, 특색 있다고 생각합니다. 하지만 제가 16:10 비율 노트북으로 게임을 하고 있는데, 위 아래가 화면이 짤려서 이 부분 수정이 필요하다고 생각됩니다.",1746175023,1746175023,True,0,0,0.5,0,True,False,True,2025-05-02 08:37:03,2025-05-02 08:37:03,2025-05-15 12:22:35,5.0,1.6
193700976,76561198123574601,0,78,561,153,1747655693,koreana,"퍼펙 판정 널널해서(퍼펙하이말고) 아주좋음

여타 겜들보다 씹덕농도가 높아서 아주 만족스러움

튜토리얼이나 여러가지 편의성 기능(키보드 알파벳 누르면 노래제목이 그 알파벳으로 시작하는 노래로 이동한다던지)들 안내가 있으면 초심자에게 좋을듯 합니다",1745755867,1745756248,True,0,0,0.5,0,True,False,True,2025-04-27 12:11:07,2025-04-27 12:17:28,2025-05-19 11:54:53,9.4,2.6
193627166,76561198004456866,637,97,434,0,1745762326,koreana,"얼엑 상태에서도 기본이 탄탄한 건반형 리듬게임
시스템적으로 색다르거나 새로운 건 없지만 ASIO 지원, 출중한 패턴 등 리듬게임의 기본이 충실함
캐릭터를 전면으로 내세운 만큼 음원도 그 쪽에 쏠려있긴 한데 이 점이 취향이시라면 추천
음원도 되게 다양한 데에서 가져오셨더라구요. 라인업 꼭 살펴보시길

디맥은 키음이 아예 음악으로 나오는데, 이 게임은 고정음으로 나옴
이 게임을 해보면서 고정음이 음원 키음보다 피드백 면에서 훨씬 낫다는 걸 알게 됨
그런 이유로 연습용으로는 디맥보다 나은 거 같아요. 체력 다 떨어졌다고 끝나지도 않고

얼엑 시점에서 해금용 미션 기능이 있고, 미션이 별도 섹션이 아닌 인게임에 녹아있는 점이 게임을 계속 플레이할 원동력을 줍니다.
다만 미션 내용은 지극히 평범하고 새롭지 않은데다 편차가 좀 있음. 그래서 클래식한 리듬게임 아닐까 싶기도...
출시되고 얼마 안 되어서 ""미션의 조건을 완수하지 못 하는 경우를 위한 플레이 횟수로 채우기"" 옵션의 요구 플레이수가 확 줄어서 (10~20회 -> 3회 플레이) 금방 끝날 거 같다는 생각은 좀 있는데, 그러면 목표를 뭘로 잡지... 싶긴 함. 미션 다 깨고 생각해보면 될 것 같네요

내비게이터 캐릭터 (DB) 의 쓸모는 얼엑 출시 시점에서는 아직 딱히 없는 거 같아서 향후 업데이트를 기대해봐야 할 것 같습니다.",1745673705,1745673705,True,0,0,0.5,0,False,False,True,2025-04-26 13:21:45,2025-04-26 13:21:45,2025-04-27 13:58:46,7.2,0.0
193616032,76561198434076082,49,10,1145,254,1747392890,koreana,"노래 패턴 둘 다 좋음
판정도 널널해서 퍼펙하기도 좋아서 뉴비들도 재밌게 할 수 있을것같음",1745661542,1745661542,True,0,0,0.5,0,True,False,True,2025-04-26 09:59:02,2025-04-26 09:59:02,2025-05-16 10:54:50,19.1,4.2
193612918,76561198930830452,61,21,318,104,1747402128,koreana,수록곡 다른 맛도 있고 플러스노트 도전해보는 맛도 있고 예 암튼 게임이 재밌습니다,1745657592,1745657592,True,0,0,0.5,0,True,False,True,2025-04-26 08:53:12,2025-04-26 08:53:12,2025-05-16 13:28:48,5.3,1.7
193311035,76561198119958106,0,1,225,21,1747591880,koreana,"난이도별로 다양하게 있어서 좋긴한데 도움말 같은거 없나?
대체 피치노트가 뭐야",1745289780,1745289780,True,0,0,0.5,0,True,False,True,2025-04-22 02:43:00,2025-04-22 02:43:00,2025-05-18 18:11:20,3.8,0.4
193268046,76561198051252885,0,23,684,257,1747640977,koreana,"편하게 즐기기 쉽고
노래도 좋고
그리고 귀엽고
리듬게임은 그거면 된거지",1745244995,1745244995,True,0,0,0.5,0,True,False,True,2025-04-21 14:16:35,2025-04-21 14:16:35,2025-05-19 07:49:37,11.4,4.3
193258453,76561198827044887,0,12,163,5,1746844315,koreana,의외로 버그가 하나도 없고 판정도 넓고 좋은노래도 많았습니다,1745235408,1745235408,True,0,0,0.5,0,True,False,True,2025-04-21 11:36:48,2025-04-21 11:36:48,2025-05-10 02:31:55,2.7,0.1
193211687,76561198356175509,370,11,416,64,1747480987,koreana,안녕아이링너를처음본순간부터좋아했어방학전에고백하고싶었는데바보같이그땐용기가없더라지금은이수많은사람들앞에서오로지너만사랑한다고말하고싶어서큰마음먹고용기내어봐매일매일버스에서너볼때마다두근댔고동아리랑과활동에서도너만보이고너생각만나고지난3월부터계속그랬어니가남자친구랑헤어지고니맘이아파울때내마음도너무아팠지만내심좋은맘두있었어이런내맘을어떻게말할지고민하다가정말인생에서제일크게용기내어세상에서제일멋지게많은사람들앞에서너한테고백해주고싶었어사랑하는아이링님내여자가되줄래?아니나만의태양이되어줄래?난너의달님이될게내일3시반에너수업마치고학관앞에서기다리고있을게너를사랑하는플붕이가,1745177247,1745177247,True,4,3,0.581749081611633301,0,True,False,True,2025-04-20 19:27:27,2025-04-20 19:27:27,2025-05-17 11:23:07,6.9,1.1
194195760,76561198800996081,0,1,880,159,1747658085,koreana,"그냥 돈주고산 쓰레기 ㅇㅇ
일단 최적화가 박았음
3만원 넘는 리듬게임 주고 샀더니, 5600x에 3070 32gb램으로 프레임 드랍 오지게 걸림.
고속 트릴칠 때 자꾸 버튼 인식이 눌린 상태가 지속되길래, 키보드 문제인 줄 알았는데, 다른 게임에서는 이상 없음.

장점? 음악 라인업이 좋음. 근데, 그 장점을 그냥 덮어쓰는 단점이 너무 크다. 최적화 될때 까지 사지 마십쇼
아니면 9800x3d 정도는 써서 2d리듬게임 하십쇼 ㅋㅋㅋ",1746352459,1746352459,False,3,0,0.477808088064193726,0,True,False,True,2025-05-04 09:54:19,2025-05-04 09:54:19,2025-05-19 12:34:45,14.7,2.6
195066192,76561199530414812,0,7,346,20,1747098579,koreana,메갈로바니아 카멜리아버전 이거 진짜 쩔거덩요 당장 한판하고 이 감동을 받아보세요,1747479632,1747479632,True,0,0,0.476190477609634399,0,True,False,True,2025-05-17 11:00:32,2025-05-17 11:00:32,2025-05-13 01:09:39,5.8,0.3
194992008,76561198452339480,0,12,557,0,1746182767,koreana,재밌게 하고 있기는 한데 제발 소통창구 하나라도 좀 만들어주세요 제발......,1747380535,1747380535,True,1,0,0.523809552192687988,0,True,False,True,2025-05-16 07:28:55,2025-05-16 07:28:55,2025-05-02 10:46:07,9.3,0.0
194266872,76561199213637942,36,5,268,10,1747583634,koreana,그냥 할인할 때 사면 좋겠음(정가로 사면 나중에 할인하는거 보고 배아파짐),1746420719,1746420719,True,1,0,0.523809552192687988,0,True,False,True,2025-05-05 04:51:59,2025-05-05 04:51:59,2025-05-18 15:53:54,4.5,0.2
193484886,76561198051310293,0,15,124,0,1745593938,koreana,"DJMAX 에 있던 구세대 작곡가들이 많이 보인다. 판정도 EZ2DJ 느낌이 많이 남
판정이 아주 널럴하진 않은것 같음. 적당하게 퍼펙이야 모르겠지만 퍼펙하이로 풀콤은 난 못하겠음.
아직 초창기라 음악 장르가 한쪽으로 몰려있음.

요즘 디맥 퀄리티가 묘하게 떨어진 이유가 여기 있긴 한데, 그렇다고 이거다 싶은 곡이 이 게임에 있는건 아님.

그래도 발전가능성이 높으니 일단 추천줌.",1745507054,1745507054,True,2,0,0.52173912525177002,1,True,False,True,2025-04-24 15:04:14,2025-04-24 15:04:14,2025-04-25 15:12:18,2.1,0.0
193351774,76561198243486876,126,114,239,0,1745672120,koreana,"리겜 악귀 입장에서 아직 개선할 점이 많이 보이지만
그렇기에 얼리 엑세스고 열심히 개선해주셨으면 좋겠습니다
굉장히 할만한 리겜이고 코딩이라는 독창적 컨셉이 매우 잘 버무려져 있어서
하는 내내 재밌었어요

엔터 칠때 쾌감은 진짜 죽여줍니다 팡~ 하면서 터지는 그 재미
4,6키만 건들줄 알아서 플러스 난이도 패턴을 잘 모르겠다만
일단 4,6키의 패턴도 수려하고 재미 있습니다

나중에 더 살이 붙어서 엄청난 게임이 될꺼라고
믿어 의심치 않을 게임으로 생각됩니다

[spoiler]그리고 소브렘씨 집주소좀 알려주실래요 
선물줄게 있거든요
제가 힐톤듣고 너무 감명깊어서 선물좀드릴게요진짜[/spoiler]",1745344288,1745344300,True,1,0,0.502074718475341797,0,True,False,True,2025-04-22 17:51:28,2025-04-22 17:51:40,2025-04-26 12:55:20,4.0,0.0
194575250,76561199571180154,0,6,763,763,1747613310,koreana,"아직은 부족한 점이 많지만 그래도 재밌습니다.
하지만 리듬게임을 접해보지못한 사람들을 위해
1.튜토리얼
2.엔터키 다른 상호작용 키로 대처가능여부
정도 필요하다고 생각듭니다",1746840633,1746840633,True,0,0,0.5,0,True,False,True,2025-05-10 01:30:33,2025-05-10 01:30:33,2025-05-19 00:08:30,12.7,12.7
193781424,76561198349836302,174,2,949,0,1746366957,koreana,"리듬겜 입문 이제 1년차이지만 깔끔하고 직관적인 UI와 억까없는 채보가 정말 맛있습니다.
지금이 제일 마이너하다! 당장 사라

++신곡좀 주세여
++소통창구 하나만 만들어주세요",1745853538,1747399408,True,0,0,0.5,0,True,False,True,2025-04-28 15:18:58,2025-05-16 12:43:28,2025-05-04 13:55:57,15.8,0.0
193555261,76561198296782945,0,13,201,4,1747588923,koreana,"퍼펙은 쉬운데 퍼펙 위에 퍼펙하이라는 판정 내는 거 생각보다 쉽지 않음
아직 저렙 밖에 못하지만 채보들도 짜임새 있게 잘 만든 거 같음",1745591936,1745591936,True,0,0,0.5,0,True,False,True,2025-04-25 14:38:56,2025-04-25 14:38:56,2025-05-18 17:22:03,3.4,0.1
193545493,76561199531290325,7,13,621,75,1747543811,koreana,아니 이게 짅심 디맥보다 재밌는데 ㅣ어거 맞냐 서버비 매다 ㄹ 납붛핳ㄱㄹ게요 진짜,1745581389,1745581389,True,0,0,0.5,0,True,False,True,2025-04-25 11:43:09,2025-04-25 11:43:09,2025-05-18 04:50:11,10.4,1.2
193414452,76561198092208319,0,5,276,0,1745504512,koreana,"[h1]한 줄 요약 : 리잘알들이 모이면 이런 갓겜이 탄생한다[/h1]

[b]장점 : [/b]
[b]1) 채보 스타일[/b]
아직 모든 채보들을 플레이해보진 않았지만 지금까지 해본 채보들 중에서는 불호라고 느껴졌던 채보는 아직 하나도 없었습니다. 채보제작하시는 분들이 게임을 많이 해보신 분들이라 그런지 대체로 재밌는 패턴들이 많았고 곡과 채보가 너무 조화롭게 잘 구성되어있어서 손과 귀 둘 다 즐거웠습니다.

[b]2) 귀여운 캐릭터들[/b]
이런 장르의 게임에서 절대 빠질 수 없는 귀여운 마스코트 캐릭터들, 게다가 그에 잘 어울리는 보이스까지, 사소할 수 있더라도 게임에 몰입할 수 있게 도와주는 중요한 요소라 생각합니다. 아직 캐릭터들이 많지는 없지만 앞으로 또다른 캐릭터들이 추가될 수 있다면 기대해봐도 좋을 것 같습니다.

[b]3) 얼리엑세스임에도 불구하고 높은 완성도[/b]
아직 얼리엑세스이기에 아쉬웠던 점들은 후술하겠지만 그럼에도 완성도가 꽤 높았다고 생각합니다.

[b]4) 미친 수록곡 라인업[/b]
이 게임에 수록된 곡들을 보면서 와 이게 들어와??? 싶은 곡들이 너무나도 많았습니다. 옛날 팝스테이지에서 플레이해봤던 반가운 곡들과, 상상도 못한 작곡가분들의 곡들, 아케이드 리듬게임에서나 즐길 수 있었던 감성을 여기에서 느낄 수 있었어서 너무 좋았습니다.
[strike]아니 진짜 류걲님 어케 모셔왔냐?????[/strike]

[b]5) 해금 시스템 (연구 일지)[/b]
너무 과하지도 않고 부족하지도 않은 해금조건, 그리고 아직 다른 PC리듬게임에서 보지 못했던 특수 연출 역시 너무나도 좋았습니다. 가볍게 플레이하면서도 해금시스템을 부담없이 즐길 수 있어서 너무 좋았습니다.

[b]6) 판정 시스템[/b]
PERFECT까진 타 리듬게임에 비해 대체로 널널한 판정, 그리고 그 상위 판정으로 좀 더 세부적인 PERFECT-HIGH 판정, 이런 시스템은 가볍게 PERFECT 까지만 목표로 하는 사람들과, 더 높은 고점을 위해 세부적인 판정을 목표로 하는 사람들 둘 다 사로잡은 판정시스템이라 생각합니다.
특히 이런 판정 시스템은 플레이하면서 리듬게임 판정에 대한 특유의 불쾌감이 덜 느껴졌기에 게임을 재밌게 즐길 수 있었습니다.

[b]단점 : [/b]
[strike][b]1) 호불호가 갈릴 수 있는 PITCH키[/b][/strike]
[strike]엔터키를 다른 키로 설정할 수 없기에 사람에 따라 호불호가 갈릴 수 있을 것 같습니다. 다른 키로 설정을 변경할 수 있도록 개선되었으면 좋겠습니다.[/strike]
패치 이후에 PITCH 키 설정이 가능해졌습니다. 진짜 감다살

[b]2) 튜토리얼의 부재[/b]
아무리 유저들 중에 타 리듬게임 경력이 있는 사람들이 많더라도 튜토리얼의 부재는 얼리엑세스임에도 치명적인 단점이라 볼 수 있습니다. 이 게임으로 처음 시작하는 사람들도 분명 있기에 게임에 대해 구체적으로 설명해줄 수 있는 튜토리얼은 무조건적으로 필요하다고 생각합니다.
특히 위에서 서술했던 PITCH 키의 경우 사전에 별도의 설명이 없었기에 개인적으로 가장 아쉬웠던 부분이라 느껴졌습니다.

[b]3) 최적화 문제[/b]
사람마다 다를 수 있지만 플레이도중 혹은 곡선택창에서 프레임드랍이 생기는 경우가 종종 있습니다. 아직 얼리엑세스 단계이기에 차차 개선해나갈 수 있는 문제라 생각합니다.

[b]4) 노트 디자인 설정의 부재[/b]
이것 역시 아직 얼리엑세스 단계이기 때문에 앞으로 개선해나가면서 노트 디자인의 커스텀 기능도 추가되었으면 좋겠습니다.



사람에 따라 호불호가 갈릴 수 있지만 제 주관적으로는 매우 긍정적으로 바라보았습니다. 계속 개선해나가면서 살이 붙으면 정말 완벽한 게임이 될 수 있을거라 생각합니다.",1745420572,1745420964,True,0,0,0.5,0,False,False,True,2025-04-23 15:02:52,2025-04-23 15:09:24,2025-04-24 14:21:52,4.6,0.0
193319694,76561198303721562,0,10,234,0,1746199170,koreana,상당히 십덕스럽네요. 앞으로의 행보가 기대되는 게임입니다.,1745305299,1745305299,True,0,0,0.5,0,False,False,True,2025-04-22 07:01:39,2025-04-22 07:01:39,2025-05-02 15:19:30,3.9,0.0
193180792,76561198974926206,0,14,244,0,1746093096,koreana,"얼엑 열린 뒤 오픈된 연구일지 다 클리어 하고 남기는 후기.

알찬 수록곡과 손맛 좋은 채보, 그리고 개성 있는 캐릭터들까지 잘 만들었음
곡 해금 미션 하는거도 재밌었고, 처음 해금될 때 나오는 영상도 맛있었음
판정은 디맥이나 투온 베이직 느낌? 20렙 이상 곡들 플레이 하면 도움 많이 될 듯",1745150367,1745150367,True,0,0,0.5,0,True,False,True,2025-04-20 11:59:27,2025-04-20 11:59:27,2025-05-01 09:51:36,4.1,0.0
194939088,76561198128495699,151,5,103,28,1747312574,koreana,"게임하다 채팅와서 esc누르고멈췄더니 나중에 결과창보니까 퍼즈해서 기록 하나도 안남는단다 ㅋㅋㅋ
해금하려고 했던것도 그냥 플레이1 카운팅 빼고 풀콤이고 점수고 날아가버렸네

경고라도하던가... 체력 다달아 뒤진것도 아니고 고작 게임좀 멈췄다고 기록날리는건 어느나라 게임 규칙임????????
그딴 리듬게임이 있었음???????????제
작자는 리겜하면서 그런점이 아주아주아주아주아주아주맘에안들어죽을것같았음??????????
말이라도 해주던가 참나 얼탱이가없어서진짜 ㅋㅋㅋ",1747311676,1747311676,False,0,0,0.415094316005706787,0,True,False,True,2025-05-15 12:21:16,2025-05-15 12:21:16,2025-05-15 12:36:14,1.7,0.5
193994826,76561198370314464,64,8,212,112,1747476873,koreana,"모 K사의 아케이드 리듬게임을 좋아하시고 또 적응하신 분이라면 굉장히 재밌게 즐기실 수 있겠습니다
세부판정이 꽤 세분화 되어있음에도 판정이 후한 편이라 입문자도 쉽게 즐길 수 있을 것 같습니다
아직 곡이 그렇게 많지는 않으나, 추후 업데이트가 기대되는 게임입니다",1746122998,1746122998,True,0,0,0.5,0,True,False,True,2025-05-01 18:09:58,2025-05-01 18:09:58,2025-05-17 10:14:33,3.5,1.9
